Mã,Tên,Cấp,Mã TP,Tỉnh / Thành Phố
13192,Xã Vũ Thư,Xã,33,Tỉnh Hưng Yên
13219,Xã Vạn Xuân,Xã,33,Tỉnh Hưng Yên
13222,Xã Thư Trì,Xã,33,Tỉnh Hưng Yên
13225,Phường Thái Bình,Phường,33,Tỉnh Hưng Yên
13246,Xã Tân Thuận,Xã,33,Tỉnh Hưng Yên
13264,Xã Thư Vũ,Xã,33,Tỉnh Hưng Yên
13279,Xã Vũ Tiên,Xã,33,Tỉnh Hưng Yên
13285,Phường Phủ Lý,Phường,37,Tỉnh Ninh Bình
13291,Phường Phù Vân,Phường,37,Tỉnh Ninh Bình
13318,Phường Châu Sơn,Phường,37,Tỉnh Ninh Bình
13324,Phường Duy Tiên,Phường,37,Tỉnh Ninh Bình
13330,Phường Duy Tân,Phường,37,Tỉnh Ninh Bình
13336,Phường Duy Hà,Phường,37,Tỉnh Ninh Bình
13348,Phường Đồng Văn,Phường,37,Tỉnh Ninh Bình
13363,Phường Tiên Sơn,Phường,37,Tỉnh Ninh Bình
13366,Phường Hà Nam,Phường,37,Tỉnh Ninh Bình
13384,Phường Kim Bảng,Phường,37,Tỉnh Ninh Bình
13393,Phường Lê Hồ,Phường,37,Tỉnh Ninh Bình
13396,Phường Nguyễn Uý,Phường,37,Tỉnh Ninh Bình
13402,Phường Kim Thanh,Phường,37,Tỉnh Ninh Bình
13420,Phường Tam Chúc,Phường,37,Tỉnh Ninh Bình
13435,Phường Lý Thường Kiệt,Phường,37,Tỉnh Ninh Bình
13444,Phường Liêm Tuyền,Phường,37,Tỉnh Ninh Bình
13456,Xã Liêm Hà,Xã,37,Tỉnh Ninh Bình
13474,Xã Tân Thanh,Xã,37,Tỉnh Ninh Bình
13483,Xã Thanh Bình,Xã,37,Tỉnh Ninh Bình
13489,Xã Thanh Lâm,Xã,37,Tỉnh Ninh Bình
13495,Xã Thanh Liêm,Xã,37,Tỉnh Ninh Bình
13501,Xã Bình Mỹ,Xã,37,Tỉnh Ninh Bình
13504,Xã Bình Lục,Xã,37,Tỉnh Ninh Bình
13531,Xã Bình Giang,Xã,37,Tỉnh Ninh Bình
13540,Xã Bình An,Xã,37,Tỉnh Ninh Bình
13558,Xã Bình Sơn,Xã,37,Tỉnh Ninh Bình
13573,Xã Lý Nhân,Xã,37,Tỉnh Ninh Bình
13579,Xã Bắc Lý,Xã,37,Tỉnh Ninh Bình
13591,Xã Nam Xang,Xã,37,Tỉnh Ninh Bình
13594,Xã Trần Thương,Xã,37,Tỉnh Ninh Bình
13597,Xã Vĩnh Trụ,Xã,37,Tỉnh Ninh Bình
13609,Xã Nhân Hà,Xã,37,Tỉnh Ninh Bình
13627,Xã Nam Lý,Xã,37,Tỉnh Ninh Bình
13669,Phường Nam Định,Phường,37,Tỉnh Ninh Bình
13684,Phường Thiên Trường,Phường,37,Tỉnh Ninh Bình
13693,Phường Đông A,Phường,37,Tỉnh Ninh Bình
13699,Phường Thành Nam,Phường,37,Tỉnh Ninh Bình
13708,Phường Mỹ Lộc,Phường,37,Tỉnh Ninh Bình
13741,Xã Vụ Bản,Xã,37,Tỉnh Ninh Bình
13750,Xã Minh Tân,Xã,37,Tỉnh Ninh Bình
13753,Xã Hiển Khánh,Xã,37,Tỉnh Ninh Bình
13777,Phường Trường Thi,Phường,37,Tỉnh Ninh Bình
13786,Xã Liên Minh,Xã,37,Tỉnh Ninh Bình
13795,Xã Ý Yên,Xã,37,Tỉnh Ninh Bình
13807,Xã Tân Minh,Xã,37,Tỉnh Ninh Bình
13822,Xã Phong Doanh,Xã,37,Tỉnh Ninh Bình
13834,Xã Vũ Dương,Xã,37,Tỉnh Ninh Bình
13864,Xã Vạn Thắng,Xã,37,Tỉnh Ninh Bình
13870,Xã Yên Cường,Xã,37,Tỉnh Ninh Bình
13879,Xã Yên Đồng,Xã,37,Tỉnh Ninh Bình
13891,Xã Nghĩa Hưng,Xã,37,Tỉnh Ninh Bình
13894,Xã Rạng Đông,Xã,37,Tỉnh Ninh Bình
13900,Xã Đồng Thịnh,Xã,37,Tỉnh Ninh Bình
13918,Xã Nghĩa Sơn,Xã,37,Tỉnh Ninh Bình
13927,Xã Hồng Phong,Xã,37,Tỉnh Ninh Bình
13939,Xã Quỹ Nhất,Xã,37,Tỉnh Ninh Bình
13957,Xã Nghĩa Lâm,Xã,37,Tỉnh Ninh Bình
13966,Xã Nam Trực,Xã,37,Tỉnh Ninh Bình
13972,Phường Vị Khê,Phường,37,Tỉnh Ninh Bình
13984,Phường Hồng Quang,Phường,37,Tỉnh Ninh Bình
13987,Xã Nam Hồng,Xã,37,Tỉnh Ninh Bình
14005,Xã Nam Ninh,Xã,37,Tỉnh Ninh Bình
14011,Xã Nam Minh,Xã,37,Tỉnh Ninh Bình
14014,Xã Nam Đồng,Xã,37,Tỉnh Ninh Bình
14026,Xã Cổ Lễ,Xã,37,Tỉnh Ninh Bình
14038,Xã Ninh Giang,Xã,37,Tỉnh Ninh Bình
14053,Xã Trực Ninh,Xã,37,Tỉnh Ninh Bình
14056,Xã Cát Thành,Xã,37,Tỉnh Ninh Bình
14062,Xã Quang Hưng,Xã,37,Tỉnh Ninh Bình
14071,Xã Minh Thái,Xã,37,Tỉnh Ninh Bình
14077,Xã Ninh Cường,Xã,37,Tỉnh Ninh Bình
14089,Xã Xuân Trường,Xã,37,Tỉnh Ninh Bình
14095,Xã Xuân Hồng,Xã,37,Tỉnh Ninh Bình
14104,Xã Xuân Giang,Xã,37,Tỉnh Ninh Bình
14122,Xã Xuân Hưng,Xã,37,Tỉnh Ninh Bình
14161,Xã Giao Minh,Xã,37,Tỉnh Ninh Bình
14167,Xã Giao Thuỷ,Xã,37,Tỉnh Ninh Bình
14179,Xã Giao Hưng,Xã,37,Tỉnh Ninh Bình
14182,Xã Giao Hoà,Xã,37,Tỉnh Ninh Bình
14194,Xã Giao Bình,Xã,37,Tỉnh Ninh Bình
14203,Xã Giao Phúc,Xã,37,Tỉnh Ninh Bình
14212,Xã Giao Ninh,Xã,37,Tỉnh Ninh Bình
14215,Xã Hải Hậu,Xã,37,Tỉnh Ninh Bình
14218,Xã Hải Tiến,Xã,37,Tỉnh Ninh Bình
14221,Xã Hải Thịnh,Xã,37,Tỉnh Ninh Bình
14236,Xã Hải Anh,Xã,37,Tỉnh Ninh Bình
14248,Xã Hải Hưng,Xã,37,Tỉnh Ninh Bình
14281,Xã Hải An,Xã,37,Tỉnh Ninh Bình
14287,Xã Hải Quang,Xã,37,Tỉnh Ninh Bình
14308,Xã Hải Xuân,Xã,37,Tỉnh Ninh Bình
14329,Phường Hoa Lư,Phường,37,Tỉnh Ninh Bình
14359,Phường Nam Hoa Lư,Phường,37,Tỉnh Ninh Bình
14362,Phường Tam Điệp,Phường,37,Tỉnh Ninh Bình
14365,Phường Trung Sơn,Phường,37,Tỉnh Ninh Bình
14371,Phường Yên Sơn,Phường,37,Tỉnh Ninh Bình
14389,Xã Gia Lâm,Xã,37,Tỉnh Ninh Bình
14401,Xã Gia Tường,Xã,37,Tỉnh Ninh Bình
14404,Xã Cúc Phương,Xã,37,Tỉnh Ninh Bình
14407,Xã Phú Sơn,Xã,37,Tỉnh Ninh Bình
14428,Xã Nho Quan,Xã,37,Tỉnh Ninh Bình
14434,Xã Thanh Sơn,Xã,37,Tỉnh Ninh Bình
14452,Xã Quỳnh Lưu,Xã,37,Tỉnh Ninh Bình
14458,Xã Phú Long,Xã,37,Tỉnh Ninh Bình
14464,Xã Gia Viễn,Xã,37,Tỉnh Ninh Bình
14482,Xã Gia Hưng,Xã,37,Tỉnh Ninh Bình
14488,Xã Gia Vân,Xã,37,Tỉnh Ninh Bình
14494,Xã Gia Trấn,Xã,37,Tỉnh Ninh Bình
14500,Xã Đại Hoàng,Xã,37,Tỉnh Ninh Bình
14524,Xã Gia Phong,Xã,37,Tỉnh Ninh Bình
14533,Phường Tây Hoa Lư,Phường,37,Tỉnh Ninh Bình
14560,Xã Yên Khánh,Xã,37,Tỉnh Ninh Bình
14563,Xã Khánh Thiện,Xã,37,Tỉnh Ninh Bình
14566,Phường Đông Hoa Lư,Phường,37,Tỉnh Ninh Bình
14608,Xã Khánh Trung,Xã,37,Tỉnh Ninh Bình
14611,Xã Khánh Nhạc,Xã,37,Tỉnh Ninh Bình
14614,Xã Khánh Hội,Xã,37,Tỉnh Ninh Bình
14620,Xã Phát Diệm,Xã,37,Tỉnh Ninh Bình
14623,Xã Bình Minh,Xã,37,Tỉnh Ninh Bình
14638,Xã Kim Sơn,Xã,37,Tỉnh Ninh Bình
14647,Xã Quang Thiện,Xã,37,Tỉnh Ninh Bình
14653,Xã Chất Bình,Xã,37,Tỉnh Ninh Bình
14674,Xã Lai Thành,Xã,37,Tỉnh Ninh Bình
14677,Xã Định Hóa,Xã,37,Tỉnh Ninh Bình
14698,Xã Kim Đông,Xã,37,Tỉnh Ninh Bình
14701,Xã Yên Mô,Xã,37,Tỉnh Ninh Bình
14725,Phường Yên Thắng,Phường,37,Tỉnh Ninh Bình
14728,Xã Yên Từ,Xã,37,Tỉnh Ninh Bình
14743,Xã Yên Mạc,Xã,37,Tỉnh Ninh Bình
14746,Xã Đồng Thái,Xã,37,Tỉnh Ninh Bình
14758,Phường Hàm Rồng,Phường,38,Tỉnh Thanh Hóa
14797,Phường Hạc Thành,Phường,38,Tỉnh Thanh Hóa
14812,Phường Bỉm Sơn,Phường,38,Tỉnh Thanh Hóa
14818,Phường Quang Trung,Phường,38,Tỉnh Thanh Hóa
14845,Xã Mường Lát,Xã,38,Tỉnh Thanh Hóa
14848,Xã Tam Chung,Xã,38,Tỉnh Thanh Hóa
14854,Xã Mường Lý,Xã,38,Tỉnh Thanh Hóa
14857,Xã Trung Lý,Xã,38,Tỉnh Thanh Hóa
14860,Xã Quang Chiểu,Xã,38,Tỉnh Thanh Hóa
14863,Xã Pù Nhi,Xã,38,Tỉnh Thanh Hóa
14864,Xã Nhi Sơn,Xã,38,Tỉnh Thanh Hóa
14866,Xã Mường Chanh,Xã,38,Tỉnh Thanh Hóa
14869,Xã Hồi Xuân,Xã,38,Tỉnh Thanh Hóa
14872,Xã Trung Thành,Xã,38,Tỉnh Thanh Hóa
14875,Xã Trung Sơn,Xã,38,Tỉnh Thanh Hóa
14878,Xã Phú Lệ,Xã,38,Tỉnh Thanh Hóa
14890,Xã Phú Xuân,Xã,38,Tỉnh Thanh Hóa
14896,Xã Hiền Kiệt,Xã,38,Tỉnh Thanh Hóa
14902,Xã Nam Xuân,Xã,38,Tỉnh Thanh Hóa
14908,Xã Thiên Phủ,Xã,38,Tỉnh Thanh Hóa
14923,Xã Bá Thước,Xã,38,Tỉnh Thanh Hóa
14932,Xã Điền Quang,Xã,38,Tỉnh Thanh Hóa
14950,Xã Điền Lư,Xã,38,Tỉnh Thanh Hóa
14953,Xã Quý Lương,Xã,38,Tỉnh Thanh Hóa
14956,Xã Pù Luông,Xã,38,Tỉnh Thanh Hóa
14959,Xã Cổ Lũng,Xã,38,Tỉnh Thanh Hóa
14974,Xã Văn Nho,Xã,38,Tỉnh Thanh Hóa
14980,Xã Thiết Ống,Xã,38,Tỉnh Thanh Hóa
15001,Xã Trung Hạ,Xã,38,Tỉnh Thanh Hóa
15007,Xã Tam Thanh,Xã,38,Tỉnh Thanh Hóa
15010,Xã Sơn Thủy,Xã,38,Tỉnh Thanh Hóa
15013,Xã Na Mèo,Xã,38,Tỉnh Thanh Hóa
15016,Xã Quan Sơn,Xã,38,Tỉnh Thanh Hóa
15019,Xã Tam Lư,Xã,38,Tỉnh Thanh Hóa
15022,Xã Sơn Điện,Xã,38,Tỉnh Thanh Hóa
15025,Xã Mường Mìn,Xã,38,Tỉnh Thanh Hóa
15031,Xã Yên Khương,Xã,38,Tỉnh Thanh Hóa
15034,Xã Yên Thắng,Xã,38,Tỉnh Thanh Hóa
15043,Xã Giao An,Xã,38,Tỉnh Thanh Hóa
15049,Xã Văn Phú,Xã,38,Tỉnh Thanh Hóa
15055,Xã Linh Sơn,Xã,38,Tỉnh Thanh Hóa
15058,Xã Đồng Lương,Xã,38,Tỉnh Thanh Hóa
15061,Xã Ngọc Lặc,Xã,38,Tỉnh Thanh Hóa
15085,Xã Thạch Lập,Xã,38,Tỉnh Thanh Hóa
15091,Xã Ngọc Liên,Xã,38,Tỉnh Thanh Hóa
15106,Xã Nguyệt Ấn,Xã,38,Tỉnh Thanh Hóa
15112,Xã Kiên Thọ,Xã,38,Tỉnh Thanh Hóa
15124,Xã Minh Sơn,Xã,38,Tỉnh Thanh Hóa
15127,Xã Cẩm Thủy,Xã,38,Tỉnh Thanh Hóa
15142,Xã Cẩm Thạch,Xã,38,Tỉnh Thanh Hóa
15148,Xã Cẩm Tú,Xã,38,Tỉnh Thanh Hóa
15163,Xã Cẩm Vân,Xã,38,Tỉnh Thanh Hóa
15178,Xã Cẩm Tân,Xã,38,Tỉnh Thanh Hóa
15187,Xã Kim Tân,Xã,38,Tỉnh Thanh Hóa
15190,Xã Vân Du,Xã,38,Tỉnh Thanh Hóa
15199,Xã Thạch Quảng,Xã,38,Tỉnh Thanh Hóa
15211,Xã Thạch Bình,Xã,38,Tỉnh Thanh Hóa
15229,Xã Thành Vinh,Xã,38,Tỉnh Thanh Hóa
15250,Xã Ngọc Trạo,Xã,38,Tỉnh Thanh Hóa
15271,Xã Hà Trung,Xã,38,Tỉnh Thanh Hóa
15274,Xã Hà Long,Xã,38,Tỉnh Thanh Hóa
15286,Xã Hoạt Giang,Xã,38,Tỉnh Thanh Hóa
15298,Xã Lĩnh Toại,Xã,38,Tỉnh Thanh Hóa
15316,Xã Tống Sơn,Xã,38,Tỉnh Thanh Hóa
15349,Xã Vĩnh Lộc,Xã,38,Tỉnh Thanh Hóa
15361,Xã Tây Đô,Xã,38,Tỉnh Thanh Hóa
15382,Xã Biện Thượng,Xã,38,Tỉnh Thanh Hóa
15409,Xã Yên Phú,Xã,38,Tỉnh Thanh Hóa
15412,Xã Quý Lộc,Xã,38,Tỉnh Thanh Hóa
15421,Xã Yên Trường,Xã,38,Tỉnh Thanh Hóa
15442,Xã Yên Ninh,Xã,38,Tỉnh Thanh Hóa
15448,Xã Định Hòa,Xã,38,Tỉnh Thanh Hóa
15457,Xã Định Tân,Xã,38,Tỉnh Thanh Hóa
15469,Xã Yên Định,Xã,38,Tỉnh Thanh Hóa
15499,Xã Thọ Xuân,Xã,38,Tỉnh Thanh Hóa
15505,Xã Thọ Long,Xã,38,Tỉnh Thanh Hóa
15520,Xã Xuân Hòa,Xã,38,Tỉnh Thanh Hóa
15544,Xã Lam Sơn,Xã,38,Tỉnh Thanh Hóa
15553,Xã Sao Vàng,Xã,38,Tỉnh Thanh Hóa
15568,Xã Thọ Lập,Xã,38,Tỉnh Thanh Hóa
15574,Xã Xuân Tín,Xã,38,Tỉnh Thanh Hóa
15592,Xã Xuân Lập,Xã,38,Tỉnh Thanh Hóa
15607,Xã Bát Mọt,Xã,38,Tỉnh Thanh Hóa
15610,Xã Yên Nhân,Xã,38,Tỉnh Thanh Hóa
15622,Xã Vạn Xuân,Xã,38,Tỉnh Thanh Hóa
15628,Xã Lương Sơn,Xã,38,Tỉnh Thanh Hóa
15634,Xã Luận Thành,Xã,38,Tỉnh Thanh Hóa
15643,Xã Thắng Lộc,Xã,38,Tỉnh Thanh Hóa
15646,Xã Thường Xuân,Xã,38,Tỉnh Thanh Hóa
15658,Xã Xuân Chinh,Xã,38,Tỉnh Thanh Hóa
15661,Xã Tân Thành,Xã,38,Tỉnh Thanh Hóa
15664,Xã Triệu Sơn,Xã,38,Tỉnh Thanh Hóa
15667,Xã Thọ Bình,Xã,38,Tỉnh Thanh Hóa
15682,Xã Hợp Tiến,Xã,38,Tỉnh Thanh Hóa
15715,Xã Tân Ninh,Xã,38,Tỉnh Thanh Hóa
15724,Xã Đồng Tiến,Xã,38,Tỉnh Thanh Hóa
15754,Xã Thọ Ngọc,Xã,38,Tỉnh Thanh Hóa
15763,Xã Thọ Phú,Xã,38,Tỉnh Thanh Hóa
15766,Xã An Nông,Xã,38,Tỉnh Thanh Hóa
15772,Xã Thiệu Hóa,Xã,38,Tỉnh Thanh Hóa
15778,Xã Thiệu Tiến,Xã,38,Tỉnh Thanh Hóa
15796,Xã Thiệu Quang,Xã,38,Tỉnh Thanh Hóa
15820,Xã Thiệu Toán,Xã,38,Tỉnh Thanh Hóa
15835,Xã Thiệu Trung,Xã,38,Tỉnh Thanh Hóa
15853,Phường Đông Tiến,Phường,38,Tỉnh Thanh Hóa
15865,Xã Hoằng Hóa,Xã,38,Tỉnh Thanh Hóa
15880,Xã Hoằng Giang,Xã,38,Tỉnh Thanh Hóa
15889,Xã Hoằng Phú,Xã,38,Tỉnh Thanh Hóa
15910,Xã Hoằng Sơn,Xã,38,Tỉnh Thanh Hóa
15925,Phường Nguyệt Viên,Phường,38,Tỉnh Thanh Hóa
15961,Xã Hoằng Lộc,Xã,38,Tỉnh Thanh Hóa
15976,Xã Hoằng Châu,Xã,38,Tỉnh Thanh Hóa
15991,Xã Hoằng Tiến,Xã,38,Tỉnh Thanh Hóa
16000,Xã Hoằng Thanh,Xã,38,Tỉnh Thanh Hóa
16012,Xã Hậu Lộc,Xã,38,Tỉnh Thanh Hóa
16021,Xã Triệu Lộc,Xã,38,Tỉnh Thanh Hóa
16033,Xã Đông Thành,Xã,38,Tỉnh Thanh Hóa
16072,Xã Hoa Lộc,Xã,38,Tỉnh Thanh Hóa
16078,Xã Vạn Lộc,Xã,38,Tỉnh Thanh Hóa
16093,Xã Nga Sơn,Xã,38,Tỉnh Thanh Hóa
16108,Xã Tân Tiến,Xã,38,Tỉnh Thanh Hóa
16114,Xã Nga Thắng,Xã,38,Tỉnh Thanh Hóa
16138,Xã Hồ Vương,Xã,38,Tỉnh Thanh Hóa
16144,Xã Nga An,Xã,38,Tỉnh Thanh Hóa
16171,Xã Ba Đình,Xã,38,Tỉnh Thanh Hóa
16174,Xã Như Xuân,Xã,38,Tỉnh Thanh Hóa
16177,Xã Xuân Bình,Xã,38,Tỉnh Thanh Hóa
16186,Xã Hóa Quỳ,Xã,38,Tỉnh Thanh Hóa
16213,Xã Thanh Phong,Xã,38,Tỉnh Thanh Hóa
16222,Xã Thanh Quân,Xã,38,Tỉnh Thanh Hóa
16225,Xã Thượng Ninh,Xã,38,Tỉnh Thanh Hóa
16228,Xã Như Thanh,Xã,38,Tỉnh Thanh Hóa
16234,Xã Xuân Du,Xã,38,Tỉnh Thanh Hóa
16249,Xã Mậu Lâm,Xã,38,Tỉnh Thanh Hóa
16258,Xã Xuân Thái,Xã,38,Tỉnh Thanh Hóa
16264,Xã Yên Thọ,Xã,38,Tỉnh Thanh Hóa
16273,Xã Thanh Kỳ,Xã,38,Tỉnh Thanh Hóa
16279,Xã Nông Cống,Xã,38,Tỉnh Thanh Hóa
16297,Xã Trung Chính,Xã,38,Tỉnh Thanh Hóa
16309,Xã Thắng Lợi,Xã,38,Tỉnh Thanh Hóa
16342,Xã Thăng Bình,Xã,38,Tỉnh Thanh Hóa
16348,Xã Trường Văn,Xã,38,Tỉnh Thanh Hóa
16363,Xã Tượng Lĩnh,Xã,38,Tỉnh Thanh Hóa
16369,Xã Công Chính,Xã,38,Tỉnh Thanh Hóa
16378,Phường Đông Sơn,Phường,38,Tỉnh Thanh Hóa
16417,Phường Đông Quang,Phường,38,Tỉnh Thanh Hóa
16438,Xã Lưu Vệ,Xã,38,Tỉnh Thanh Hóa
16480,Xã Quảng Yên,Xã,38,Tỉnh Thanh Hóa
16489,Xã Quảng Chính,Xã,38,Tỉnh Thanh Hóa
16498,Xã Quảng Ngọc,Xã,38,Tỉnh Thanh Hóa
16516,Phường Nam Sầm Sơn,Phường,38,Tỉnh Thanh Hóa
16522,Phường Quảng Phú,Phường,38,Tỉnh Thanh Hóa
16531,Phường Sầm Sơn,Phường,38,Tỉnh Thanh Hóa
16540,Xã Quảng Ninh,Xã,38,Tỉnh Thanh Hóa
16543,Xã Quảng Bình,Xã,38,Tỉnh Thanh Hóa
16549,Xã Tiên Trang,Xã,38,Tỉnh Thanh Hóa
16561,Phường Tĩnh Gia,Phường,38,Tỉnh Thanh Hóa
16576,Phường Ngọc Sơn,Phường,38,Tỉnh Thanh Hóa
16591,Xã Các Sơn,Xã,38,Tỉnh Thanh Hóa
16594,Phường Tân Dân,Phường,38,Tỉnh Thanh Hóa
16597,Phường Hải Lĩnh,Phường,38,Tỉnh Thanh Hóa
16609,Phường Đào Duy Từ,Phường,38,Tỉnh Thanh Hóa
16624,Phường Trúc Lâm,Phường,38,Tỉnh Thanh Hóa
16636,Xã Trường Lâm,Xã,38,Tỉnh Thanh Hóa
16645,Phường Hải Bình,Phường,38,Tỉnh Thanh Hóa
16654,Phường Nghi Sơn,Phường,38,Tỉnh Thanh Hóa
16681,Phường Thành Vinh,Phường,40,Tỉnh Nghệ An
16690,Phường Trường Vinh,Phường,40,Tỉnh Nghệ An
16702,Phường Vinh Phú,Phường,40,Tỉnh Nghệ An
16708,Phường Vinh Lộc,Phường,40,Tỉnh Nghệ An
16732,Phường Cửa Lò,Phường,40,Tỉnh Nghệ An
16738,Xã Quế Phong,Xã,40,Tỉnh Nghệ An
16744,Xã Thông Thụ,Xã,40,Tỉnh Nghệ An
16750,Xã Tiền Phong,Xã,40,Tỉnh Nghệ An
16756,Xã Tri Lễ,Xã,40,Tỉnh Nghệ An
16774,Xã Mường Quàng,Xã,40,Tỉnh Nghệ An
16777,Xã Quỳ Châu,Xã,40,Tỉnh Nghệ An
16792,Xã Châu Tiến,Xã,40,Tỉnh Nghệ An
16801,Xã Hùng Chân,Xã,40,Tỉnh Nghệ An
16804,Xã Châu Bình,Xã,40,Tỉnh Nghệ An
16813,Xã Mường Xén,Xã,40,Tỉnh Nghệ An
16816,Xã Mỹ Lý,Xã,40,Tỉnh Nghệ An
16819,Xã Bắc Lý,Xã,40,Tỉnh Nghệ An
16822,Xã Keng Đu,Xã,40,Tỉnh Nghệ An
16828,Xã Huồi Tụ,Xã,40,Tỉnh Nghệ An
16831,Xã Mường Lống,Xã,40,Tỉnh Nghệ An
16834,Xã Na Loi,Xã,40,Tỉnh Nghệ An
16837,Xã Nậm Cắn,Xã,40,Tỉnh Nghệ An
16849,Xã Hữu Kiệm,Xã,40,Tỉnh Nghệ An
16855,Xã Chiêu Lưu,Xã,40,Tỉnh Nghệ An
16858,Xã Mường Típ,Xã,40,Tỉnh Nghệ An
16870,Xã Na Ngoi,Xã,40,Tỉnh Nghệ An
16876,Xã Tương Dương,Xã,40,Tỉnh Nghệ An
16882,Xã Nhôn Mai,Xã,40,Tỉnh Nghệ An
16885,Xã Hữu Khuông,Xã,40,Tỉnh Nghệ An
16903,Xã Nga My,Xã,40,Tỉnh Nghệ An
16906,Xã Lượng Minh,Xã,40,Tỉnh Nghệ An
16909,Xã Yên Hòa,Xã,40,Tỉnh Nghệ An
16912,Xã Yên Na,Xã,40,Tỉnh Nghệ An
16933,Xã Tam Quang,Xã,40,Tỉnh Nghệ An
16936,Xã Tam Thái,Xã,40,Tỉnh Nghệ An
16939,Phường Thái Hòa,Phường,40,Tỉnh Nghệ An
16941,Xã Nghĩa Đàn,Xã,40,Tỉnh Nghệ An
16951,Xã Nghĩa Lâm,Xã,40,Tỉnh Nghệ An
16969,Xã Nghĩa Thọ,Xã,40,Tỉnh Nghệ An
16972,Xã Nghĩa Hưng,Xã,40,Tỉnh Nghệ An
16975,Xã Nghĩa Mai,Xã,40,Tỉnh Nghệ An
17011,Phường Tây Hiếu,Phường,40,Tỉnh Nghệ An
17017,Xã Đông Hiếu,Xã,40,Tỉnh Nghệ An
17029,Xã Nghĩa Lộc,Xã,40,Tỉnh Nghệ An
17032,Xã Nghĩa Khánh,Xã,40,Tỉnh Nghệ An
17035,Xã Quỳ Hợp,Xã,40,Tỉnh Nghệ An
17044,Xã Châu Hồng,Xã,40,Tỉnh Nghệ An
17056,Xã Châu Lộc,Xã,40,Tỉnh Nghệ An
17059,Xã Tam Hợp,Xã,40,Tỉnh Nghệ An
17071,Xã Minh Hợp,Xã,40,Tỉnh Nghệ An
17077,Xã Mường Ham,Xã,40,Tỉnh Nghệ An
17089,Xã Mường Chọng,Xã,40,Tỉnh Nghệ An
17110,Phường Hoàng Mai,Phường,40,Tỉnh Nghệ An
17125,Phường Quỳnh Mai,Phường,40,Tỉnh Nghệ An
17128,Phường Tân Mai,Phường,40,Tỉnh Nghệ An
17143,Xã Quỳnh Văn,Xã,40,Tỉnh Nghệ An
17149,Xã Quỳnh Tam,Xã,40,Tỉnh Nghệ An
17170,Xã Quỳnh Sơn,Xã,40,Tỉnh Nghệ An
17176,Xã Quỳnh Anh,Xã,40,Tỉnh Nghệ An
17179,Xã Quỳnh Lưu,Xã,40,Tỉnh Nghệ An
17212,Xã Quỳnh Phú,Xã,40,Tỉnh Nghệ An
17224,Xã Quỳnh Thắng,Xã,40,Tỉnh Nghệ An
17230,Xã Bình Chuẩn,Xã,40,Tỉnh Nghệ An
17239,Xã Mậu Thạch,Xã,40,Tỉnh Nghệ An
17242,Xã Cam Phục,Xã,40,Tỉnh Nghệ An
17248,Xã Châu Khê,Xã,40,Tỉnh Nghệ An
17254,Xã Con Cuông,Xã,40,Tỉnh Nghệ An
17263,Xã Môn Sơn,Xã,40,Tỉnh Nghệ An
17266,Xã Tân Kỳ,Xã,40,Tỉnh Nghệ An
17272,Xã Tân Phú,Xã,40,Tỉnh Nghệ An
17278,Xã Giai Xuân,Xã,40,Tỉnh Nghệ An
17284,Xã Nghĩa Đồng,Xã,40,Tỉnh Nghệ An
17287,Xã Tiên Đồng,Xã,40,Tỉnh Nghệ An
17305,Xã Tân An,Xã,40,Tỉnh Nghệ An
17326,Xã Nghĩa Hành,Xã,40,Tỉnh Nghệ An
17329,Xã Anh Sơn,Xã,40,Tỉnh Nghệ An
17335,Xã Thành Bình Thọ,Xã,40,Tỉnh Nghệ An
17344,Xã Nhân Hòa,Xã,40,Tỉnh Nghệ An
17357,Xã Vĩnh Tường,Xã,40,Tỉnh Nghệ An
17365,Xã Anh Sơn Đông,Xã,40,Tỉnh Nghệ An
17380,Xã Yên Xuân,Xã,40,Tỉnh Nghệ An
17395,Xã Hùng Châu,Xã,40,Tỉnh Nghệ An
17416,Xã Đức Châu,Xã,40,Tỉnh Nghệ An
17419,Xã Hải Châu,Xã,40,Tỉnh Nghệ An
17443,Xã Quảng Châu,Xã,40,Tỉnh Nghệ An
17464,Xã Diễn Châu,Xã,40,Tỉnh Nghệ An
17476,Xã Minh Châu,Xã,40,Tỉnh Nghệ An
17479,Xã An Châu,Xã,40,Tỉnh Nghệ An
17488,Xã Tân Châu,Xã,40,Tỉnh Nghệ An
17506,Xã Yên Thành,Xã,40,Tỉnh Nghệ An
17515,Xã Bình Minh,Xã,40,Tỉnh Nghệ An
17521,Xã Quang Đồng,Xã,40,Tỉnh Nghệ An
17524,Xã Giai Lạc,Xã,40,Tỉnh Nghệ An
17530,Xã Đông Thành,Xã,40,Tỉnh Nghệ An
17560,Xã Vân Du,Xã,40,Tỉnh Nghệ An
17569,Xã Quan Thành,Xã,40,Tỉnh Nghệ An
17605,Xã Hợp Minh,Xã,40,Tỉnh Nghệ An
17611,Xã Vân Tụ,Xã,40,Tỉnh Nghệ An
17623,Xã Bạch Ngọc,Xã,40,Tỉnh Nghệ An
17641,Xã Lương Sơn,Xã,40,Tỉnh Nghệ An
17662,Xã Đô Lương,Xã,40,Tỉnh Nghệ An
17677,Xã Văn Hiến,Xã,40,Tỉnh Nghệ An
17689,Xã Thuần Trung,Xã,40,Tỉnh Nghệ An
17707,Xã Bạch Hà,Xã,40,Tỉnh Nghệ An
